Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"454105","BEHAVIORAL HOSPITAL OF LONGVIEW","22 BERMUDA LANE ","LONGVIEW","TX","75605","Gregg","Hours of physical-restraint use","0.00","1","17266","","Hours of seclusion","0.00","0","17266","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.86%","174","176","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.73%","172","176","","Alcohol Use Screening","72.12%","300","416","","Tobacco Use Screening","96.94%","539","556","","Tobacco Use Treatment (during the hospital stay)","87.74%","365","416","","5.53%","23","416","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","33.55%","103","307","","14.66%","45","307","","07/01/2014","06/30/2015","Influenza Immunization","84.88%","247","291","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2015","03/31/2016"
"454107","BEHAVIORAL HOSPITAL OF BELLAIRE","5314 DASHWOOD, SUITE 200 ","HOUSTON","TX","77081","Harris","Hours of physical-restraint use","0.04","26.36","30393","","Hours of seclusion","0.01","3.67","30393","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","48","48","","Post-discharge continuing care plan created","99.53%","1053","1058","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.54%","1032","1058","","Alcohol Use Screening","98.98%","487","492","","Tobacco Use Screening","98.98%","486","491","","Tobacco Use Treatment (during the hospital stay)","97.00%","259","267","","58.05%","155","267","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.46%","142","293","","26.62%","78","293","","07/01/2014","06/30/2015","Influenza Immunization","97.49%","428","439","","Healthcare Personnel Influenza Vaccination","67","260","386","","10/01/2015","03/31/2016"
"454108","CYPRESS CREEK HOSPITAL","17750 CALI DRIVE ","HOUSTON","TX","77090","Harris","Hours of physical-restraint use","0.02","14.8","31725","","Hours of seclusion","0.00","0","31725","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","62","62","","Post-discharge continuing care plan created","99.39%","1142","1149","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.39%","1142","1149","","Alcohol Use Screening","100.00%","572","572","","Tobacco Use Screening","99.65%","570","572","","Tobacco Use Treatment (during the hospital stay)","66.77%","207","310","","16.77%","52","310","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.66%","192","333","","35.44%","118","333","","07/01/2014","06/30/2015","Influenza Immunization","87.56%","373","426","","Healthcare Personnel Influenza Vaccination","71","285","400","","10/01/2015","03/31/2016"
"454109","EL PASO BEHAVIORAL HEALTH SYSTEM","1900 DENVER AVE ","EL PASO","TX","79902","El Paso","Hours of physical-restraint use","0.15","190","51794","","Hours of seclusion","0.02","30.41","51794","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.44%","1642","1668","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.78%","1631","1668","","Alcohol Use Screening","96.11%","618","643","","Tobacco Use Screening","96.11%","618","643","","Tobacco Use Treatment (during the hospital stay)","89.06%","293","329","","26.75%","88","329","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.14%","129","299","","33.11%","99","299","","07/01/2014","06/30/2015","Influenza Immunization","44.96%","241","536","","Healthcare Personnel Influenza Vaccination","67","353","529","","10/01/2015","03/31/2016"
"454110","OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN","3300 S FM 1788 ","MIDLAND","TX","79706","Midland","Hours of physical-restraint use","0.03","10.98","15178","","Hours of seclusion","0.06","22.01","15178","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.69%","635","650","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","96.77%","629","650","","Alcohol Use Screening","48.50%","178","367","","Tobacco Use Screening","100.00%","389","389","","Tobacco Use Treatment (during the hospital stay)","87.76%","86","98","","48.98%","48","98","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","34.76%","57","164","","14.63%","24","164","","07/01/2014","06/30/2015","Influenza Immunization","64.79%","173","267","","Healthcare Personnel Influenza Vaccination","30","49","161","","10/01/2015","03/31/2016"
"454111","TEXAS STAR RECOVERY","1106  WEST DITTMAR RD ","AUSTIN","TX","78745","Travis","Hours of physical-restraint use","0.00","0","7423","","Hours of seclusion","0.00","0","7423","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.63%","329","337","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.21%","304","337","","Alcohol Use Screening","96.16%","551","573","","Tobacco Use Screening","96.15%","550","572","","Tobacco Use Treatment (during the hospital stay)","94.51%","344","364","","10.44%","38","364","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2014","06/30/2015","Influenza Immunization","98.38%","303","308","","Healthcare Personnel Influenza Vaccination","67","254","378","","10/01/2015","03/31/2016"
"454113","SUNDANCE HOSPITAL","7000 US HIGHWAY 287 ","ARLINGTON","TX","76001","Tarrant","Hours of physical-restraint use","0.01","7.07","37448","","Hours of seclusion","0.02","17.07","37448","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.50%","984","999","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.00%","969","999","","Alcohol Use Screening","14.76%","112","759","","Tobacco Use Screening","90.85%","685","754","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","208","","0.00%","0","208","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","40.56%","58","143","","20.98%","30","143","","07/01/2014","06/30/2015","Influenza Immunization","Not Available","Not Available","Not Available","1","Healthcare Personnel Influenza Vaccination","32","222","689","","10/01/2015","03/31/2016"
"454114","CEDAR CREST HOSPITAL & RTC","3500 SOUTH IH-35 ","BELTON","TX","76513","Bell","Hours of physical-restraint use","0.02","9.2","21519","","Hours of seclusion","0.10","50.4","21519","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.45%","718","722","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","76.87%","555","722","","Alcohol Use Screening","86.60%","252","291","","Tobacco Use Screening","98.64%","290","294","","Tobacco Use Treatment (during the hospital stay)","77.27%","119","154","","11.69%","18","154","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.06%","93","163","","26.99%","44","163","","07/01/2014","06/30/2015","Influenza Immunization","46.44%","150","323","","Healthcare Personnel Influenza Vaccination","58","145","250","","10/01/2015","03/31/2016"
"454117","OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW","613 CLINIC DR ","LONGVIEW","TX","75605","Gregg","Hours of physical-restraint use","0.00","0","6151","","Hours of seclusion","0.00","0","6151","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.86%","320","327","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.88%","307","327","","Alcohol Use Screening","88.36%","372","421","","Tobacco Use Screening","83.14%","350","421","","Tobacco Use Treatment (during the hospital stay)","100.00%","53","53","","33.96%","18","53","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.85%","42","81","","18.52%","15","81","","07/01/2014","06/30/2015","Influenza Immunization","88.80%","214","241","","Healthcare Personnel Influenza Vaccination","68","64","94","","10/01/2015","03/31/2016"
"454118","LONE STAR BEHAVIORAL HEALTH CYPRESS","16303 GRANT ROAD ","CYPRESS","TX","77429","Harris","Hours of physical-restraint use","1.35","161","4977","","Hours of seclusion","1.35","161","4977","","Patients discharged on multiple antipsychotic medications with appropriate justification","55.37%","67","121","","Post-discharge continuing care plan created","93.26%","512","549","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.26%","512","549","","Alcohol Use Screening","0.00%","0","553","","Tobacco Use Screening","0.00%","0","553","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","0.00%","0","275","","Healthcare Personnel Influenza Vaccination","74","37","50","","10/01/2015","03/31/2016"
